City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
148,san luis de la loma,17.2706,-100.8939,32.51000000000005,47,0,3.48,MX,1683563442
149,hithadhoo,-0.6,73.0833,28.460000000000036,74,45,5.27,MV,1683563443
150,piterka,50.6803,47.4454,9.970000000000027,40,100,6.29,RU,1683563443
151,manokwari,-0.8667,134.0833,26.400000000000034,80,74,1.09,ID,1683563443
152,bagar,28.1874,75.5005,30.210000000000036,9,0,4.32,IN,1683563444
153,mount pearl,47.5166,-52.7813,11.360000000000014,60,75,9.77,CA,1683563444
154,medicine hat,50.0501,-110.6683,15.120000000000005,67,75,2.06,CA,1683563220
155,polyarnyy,69.1989,33.4478,1.650000000000034,85,97,5.03,RU,1683563445
156,hamilton,39.1834,-84.5333,24.930000000000007,69,0,4.63,US,1683563208
157,melekeok village,7.4957,134.6367,25.310000000000002,94,75,1.54,PW,1683563445
158,redding,40.5865,-122.3917,11.57000000000005,85,100,2.06,US,1683563445
159,suva,-18.1416,178.4415,22.710000000000036,94,75,3.09,FJ,1683563445
160,kirakira,-10.4544,161.9205,26.33000000000004,87,66,2.67,SB,1683563446
161,impfondo,1.6381,18.0667,27.33000000000004,65,89,0.59,CG,1683563446
162,constitucion,-35.3333,-72.4167,18.140000000000043,48,25,3.37,CL,1683563446
163,constantia,44.1833,28.65,10.390000000000043,92,100,5.66,RO,1683563447
164,nalut,30.3333,10.85,31.950000000000045,16,51,12.66,LY,1683563447
165,camacupa,-12.0167,17.4833,19.930000000000007,52,6,0.61,AO,1683563448
166,hakui,36.8833,136.7833,9.82000000000005,88,98,1.65,JP,1683563448
167,gaigeturi,33.4644,126.3183,11.03000000000003,76,0,2.06,KR,1683563448
168,smithers,54.7804,-127.1743,6.180000000000007,70,20,0.0,CA,1683563448
169,hirara,24.8,125.2833,22.920000000000016,83,75,9.26,JP,1683563448
170,lugones,43.4027,-5.8122,19.82000000000005,77,97,2.24,ES,1683563449
171,cobram,-35.9167,145.65,9.04000000000002,88,44,4.92,AU,1683563449
172,selfoss,63.9331,-20.9971,12.25,89,100,2.91,IS,1683563449
173,umm kaddadah,13.6017,26.6876,32.30000000000001,11,8,4.91,SD,1683563449
174,hadibu,12.65,54.0333,29.110000000000014,66,82,2.22,YE,1683563450
175,nova sintra,14.8667,-24.7167,20.25,79,0,9.04,CV,1683563450
176,san pedro pochutla,15.7333,-96.4667,34.84000000000003,48,1,3.38,MX,1683563450
177,san sebastian de la gomera,28.0916,-17.1133,25.200000000000045,60,20,4.63,ES,1683563450
178,qaqortoq,60.7167,-46.0333,2.3799999999999955,83,100,2.32,GL,1683563451
179,lihue,21.9789,-159.3672,22.77000000000004,75,100,7.2,US,1683563451
180,nar'yan-mar,67.6713,53.087,-0.0999999999999659,98,100,6.1,RU,1683563451
181,jutai,-5.1833,-68.9,28.150000000000034,85,72,1.5,BR,1683563451
182,tak bai,6.2595,102.0546,26.99000000000001,87,96,1.85,TH,1683563452
183,oyem,1.5995,11.5793,25.340000000000032,70,95,0.39,GA,1683563452
184,zouerate,22.7187,-12.4521,32.97000000000003,13,0,4.15,MR,1683563452
185,usinsk,65.9939,57.5281,-0.25,95,98,7.21,RU,1683563452
186,whitehorse,60.7161,-135.0538,6.430000000000007,51,20,5.66,CA,1683563453
187,shendi,16.6915,33.4341,35.84000000000003,8,0,5.03,SD,1683563453
188,mandalgovi,45.7625,106.2708,11.950000000000045,19,100,3.43,MN,1683563453
189,mount gambier,-37.8333,140.7667,10.580000000000041,83,92,2.25,AU,1683563453
190,labrador city,52.9463,-66.9114,-0.049999999999954525,55,100,5.14,CA,1683563411
191,kulachi,31.9286,70.4592,28.5,22,0,3.62,PK,1683563454
192,guerrero negro,27.9769,-114.0611,17.890000000000043,65,2,9.06,MX,1683563454
193,korla,41.7597,86.1469,13.0,37,37,2.69,CN,1683563454
194,nagqu,31.5,92.0,-0.17999999999994998,78,100,1.56,CN,1683563455
195,cidreira,-30.1811,-50.2056,21.25,69,90,6.63,BR,1683563455
196,padang,-0.9492,100.3543,25.03000000000003,85,99,1.57,ID,1683563455
197,birjand,32.8663,59.2211,23.260000000000048,8,0,2.06,IR,1683563455
198,benguela,-12.5763,13.4055,26.970000000000027,76,6,2.15,AO,1683563455
199,nizhnesortymskiy,62.4397,71.7603,-1.2899999999999636,75,95,8.27,RU,1683563456
200,thompson,55.7435,-97.8558,18.090000000000032,34,20,1.54,CA,1683563456
201,dahab,28.501,34.5134,26.54000000000002,37,2,2.74,EG,1683563456
202,north bend,43.4065,-124.2243,10.129999999999995,98,100,1.54,US,1683563456
203,morondava,-20.2833,44.2833,25.54000000000002,79,0,4.72,MG,1683563457
204,sitka,57.0531,-135.33,6.939999999999998,76,75,0.0,US,1683563459
